food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,litter_and_bedding_type,small_pet_type,brand,material,no_reviews,litter_box_type,old_cost,supplement_form,reptile_type,bowl_feature,bed_type,made_in,product_description,leash_and_collar_feature,bird_type,breed_size,page,percent_rec
wet_food,4.6,,adult,$39.49,stew,None,Dog Dental & Healthcare,,,"prescription_food,_weight_control",,Hill's Prescription Diet,87468,,,"hill's,_science_diet",,25,,None,,,,,united_states,"Hill's Prescription Diet Metabolic Weight Management Vegetable & Beef Stew Canned Dog Food, 12.5-oz, case of 12",,,"all_breeds,_small,_medium,_large",10,96
treats,4.1,,adult,$6.99,,None,Dog Dental & Healthcare,,,prescription_food,,Purina Pro Plan Veterinary Diets,65078,,,purina,,40,,$11.28,,,,,united_states,"Purina Pro Plan Veterinary Diets Dental Chewz Dog Treats, 5-oz box",,,"all_breeds,_small,_medium,_large",10,85
treats,4.9,,"adult,_all_stages",$5.75,,None,Dog Dental & Healthcare,,,rawhide-free,,DreamBone,100578,,,petmatrix,,11,,$11.49,,,,,,"DreamBone Large Chicken Chew Bones Dog Treats, 3 count",,,large,10,100
treats,4.6,12ounces,puppy,$13.99,,None,Dog Dental & Healthcare,,,no_corn_no_wheat_no_soy,,Blue Buffalo,84086,,,blue_life_protection,,20,,$18.99,,,,,united_states,"Blue Buffalo Blue Puppy Bones Mini Dental Chews Dog Treats, 12-oz bag",,,"extra_small,_small",10,95
treats,4.6,,"adult,_senior,_all_stages",$6.87,,None,Dog Dental & Healthcare,,,no_corn_no_wheat_no_soy,,Ark Naturals,50451,,,sea_mobility_joint_rescue,,37,,$15.50,,,,,united_states,"Ark Naturals Sea ""Mobility"" Joint Rescue Beef Jerky Dog Treats, 9-oz bag",,,"all_breeds,_small,_medium,_large",10,92
wet_food,4.6,,adult,$58.64,pate,None,Dog Dental & Healthcare,,,"sensitive_digestion,_low-protein,_prescription_food",,Royal Canin Veterinary Diet,90673,,,royal_canin,,38,,$68.99,,,,,united_states,"Royal Canin Veterinary Diet Renal Support D Canned Dog Food, 13.5-oz, case of 24",,,"all_breeds,_small,_medium,_large",10,92
treats,4.8,,"all_stages,_adult",$10.00,,1-lb bag,Dog Dental & Healthcare,,,no_corn_no_wheat_no_soy,,Zuke's,58365,,,,,105,,$18.99,,,,,united_states,Zuke's Hip Action Roasted Chicken Recipe Dog Treats,,,"all_breeds,_small,_medium,_large",10,97
treats,4.9,5.6ounces,"all_stages,_adult",$3.23,,None,Dog Dental & Healthcare,,,rawhide-free,,SmartBones,79428,,,petmatrix,,27,,$7.49,,,,,,"SmartBones Small PlayTime Chicken Chews Dog Treats, 10 pack",,,small,10,96
treats,3.9,,adult,$3.54,,None,Dog Dental & Healthcare,,,,,Nylabone,91989,,,advanced_oral_care,,21,,$5.99,,,,,united_states,"Nylabone Natural Healthy Edibles Wild with Real Venison Large Dog Treats, 1 count",,,large,10,80
treats,5,,adult,$8.31,,18-oz bag,Dog Dental & Healthcare,,,,,Pedigree,86534,,,,,34,,$8.99,,,,,,Pedigree Dentastix Fresh Bites Dog Treats,,,"small,_medium,_large,_all_breeds",10,100
,4,,"adult,_puppy",$13.59,,None,Dog Vitamins & Supplements,,,,,Endurosyn,91620,,,"dvm,_bayer",,None,,$22.99,gel/lotion,,,,united_states,Endurosyn Canine Digestive Oral Gel for Dogs,,,,16,100
,5,4ounces,"adult,_all_stages",$6.23,,None,Dog Vitamins & Supplements,,"3.87
________________________x_2.33
____________________________x_3.87inches",,,Omega-Caps,84774,,,pet_health_solutions,,None,,$10.94,tablet/capsule,,,,united_states,"Omega-Caps Softgel Capsules for Medium Dogs, 60 count",,,,17,100
,4.7,2.25pounds,adult,$32.99,,None,Dog Vitamins & Supplements,,"6.5
________________________x_4.875
____________________________x_6.5inches",,,Hylox,84720,,,pet_health_solutions,,None,,None,chews,,,,united_states,Hylox Nutritional Supplement Soft Chews for Dogs,,,,17,83
treats,4.6,,"adult,_all_stages",$3.99,,Large,Dog Dental & Healthcare,,,"grain-free,_no_corn_no_wheat_no_soy",,Get Naked,105214,,,,,19,,$8.99,,,,,united_states,Get Naked Skin & Coat Health Dental Grain-Free Sticks Dog Treats,,,large,11,95
treats,4.6,,"adult,_all_stages",$13.99,,15 count,Dog Dental & Healthcare,,,rawhide-free,,DreamBone,100606,,,petmatrix,,32,,$16.49,,,,,,DreamBone DreamSticks Chicken Chews Dog Treats,,,"small,_medium,_large,_all_breeds",11,94
treats,4.7,,"adult,_all_stages",$4.43,,Small,Dog Dental & Healthcare,,,"grain-free,_no_corn_no_wheat_no_soy",,Get Naked,105162,,,,,75,,$8.99,,,,,united_states,Get Naked Joint Health Dental Chew Sticks Dog Treats,,,"small,_medium",11,94
wet_food,4.8,,adult,$67.99,pate,None,Dog Dental & Healthcare,,,"sensitive_digestion,_prescription_food",,Royal Canin Veterinary Diet,58624,,,royal_canin,,49,,$88.79,,,,,united_states,"Royal Canin Veterinary Diet Hepatic Canned Dog Food, 14.5-oz, case of 24",,,"all_breeds,_small,_medium,_large",11,96
treats,3.5,,"adult,_all_stages",$8.99,,None,Dog Dental & Healthcare,,,,,NaturVet,51650,,,overby_farm,,20,,$10.99,,,,,united_states,"NaturVet GrassSaver Biscuits Peanut Butter Flavored Dog Treats, 11-oz box",,,"all_breeds,_small,_medium,_large",11,68
treats,4.9,,"adult,_all_stages",$4.33,,None,Dog Dental & Healthcare,,,"weight_control,_vegan,_no_corn_no_wheat_no_soy",,Zuke's,76963,,,,,31,,$6.99,,,,,united_states,"Zuke's Skinny Bakes Cherry 'N Berry Crunch Dog Treats, 12-oz bag",,,"all_breeds,_small,_medium,_large",11,97
wet_food,4.9,,adult,$36.99,minced,None,Dog Dental & Healthcare,,,prescription_food,,Purina Pro Plan Veterinary Diets,87806,,,purina,,29,,None,,,,,united_states,"Purina Pro Plan Veterinary Diets UR Urinary Ox/St Canned Dog Food, 13.3-oz, case of 12",,,"all_breeds,_small,_medium,_large",11,100
wet_food,4.2,,adult,$22.13,minced,None,Dog Dental & Healthcare,,,weight_control,,Hill's Science Diet,74193,,,hill's,,27,,$26.99,,,,,united_states,"Hill's Science Diet Adult Perfect Weight Chicken & Vegetables Entree Canned Dog Food, 12.8-oz, case of 12",,,"all_breeds,_small,_medium,_large",11,85
treats,4.7,,adult,$9.09,,58 count,Dog Dental & Healthcare,,,,,DentaLife,102867,,,purina,,21,,$14.35,,,,,united_states,DentaLife Daily Oral Care Mini Dental Dog Treats,,,extra_small,11,95
treats,4.9,,adult,$5.99,,None,Dog Dental & Healthcare,,,"grain-free,_limited_ingredient_diet",,Natural Balance,77437,,,,,14,,$8.99,,,,,united_states,"Natural Balance L.I.T. Limited Ingredient Treats Jumpin' Stix Chicken & Sweet Potato Formula Dog Treats, 5-oz bag",,,"all_breeds,_small,_medium,_large",11,100
wet_food,4.8,,adult,$39.49,stew,None,Dog Dental & Healthcare,,,"weight_control,_prescription_food",,Hill's Prescription Diet,87470,,,"hill's,_science_diet",,26,,None,,,,,united_states,"Hill's Prescription Diet Metabolic Weight Management Vegetable & Chicken Stew Canned Dog Food, 12.5-oz, case of 12",,,"all_breeds,_small,_medium,_large",11,96
treats,4.5,12ounces,adult,$12.69,,12-oz bag,Dog Dental & Healthcare,,,"no_corn_no_wheat_no_soy,_grain-free,_gluten_free",,Dogswell,73891,,,,,49,,$14.99,,,,,united_states,Dogswell Happy Hips Chicken Strips Dog Treats,,,"all_breeds,_small,_medium,_large",11,91
treats,4.6,3.3pounds,adult,$12.43,,3.3-lb bag,Dog Dental & Healthcare,,,weight_control,,Old Mother Hubbard,51173,,,wellness,,63,,$13.49,,,,,"united_states,_canada",Old Mother Hubbard Mother's Solution's Low Fat Baked Dog Treats,,,"all_breeds,_small,_medium,_large",11,97
treats,4.2,,"adult,_all_stages",$4.95,,Large,Dog Dental & Healthcare,,,,,Starmark,60475,,,,,51,,$6.99,,,,,,Starmark Everlasting Treats Wheat-Free Veggie Chick'n Flavor Dog Dental Chews,,,"large,_giant",11,92
dry_food,4.9,17.6pounds,adult,$77.99,,17.6-lb bag,Dog Dental & Healthcare,,,prescription_food,,Hill's Prescription Diet,69751,,,"hill's,_science_diet",,27,,None,,,,,united_states,Hill's Prescription Diet d/d Canine Skin Support Potato & Duck Dry Dog Food,,,"all_breeds,_small,_medium,_large",11,100
dry_food,4.9,24.0pounds,adult,$41.98,,24-lb bag,Dog Dental & Healthcare,,,no_corn_no_wheat_no_soy,,Purina Pro Plan,102303,,,purina,,19,,$46.99,,,,,united_states,Purina Pro Plan Focus Adult Sensitive Skin & Stomach Lamb & Oatmeal Formula Dry Dog Food,,,"small,_medium,_large,_all_breeds",11,100
treats,4.7,,adult,$21.42,,None,Dog Dental & Healthcare,,,,,Nylabone,77968,,,advanced_oral_care,,26,,$32.99,,,,,united_states,Nylabone Nutri Dent Adult Filet Mignon Large Dental Chews,,,large,11,96
dry_food,4.8,5.0pounds,adult,$20.99,,5-lb bag,Dog Dental & Healthcare,,,prescription_food,,Hill's Prescription Diet,69790,,,"hill's,_science_diet",,107,,None,,,,,united_states,Hill's Prescription Diet t/d Dental Care Chicken Flavor Dry Dog Food,,,"all_breeds,_small,_medium,_large",11,96
treats,4.9,3.5ounces,"all_stages,_adult",$4.99,,None,Dog Dental & Healthcare,,,high-protein,,Plato,108147,,,,,19,,None,,,,,united_states,"Plato Hundur's Crunch Fish Jerky Fingers Dog Treats, 3.5-oz",,,"all_breeds,_small,_medium,_large",11,100
treats,4.8,,"adult,_all_stages",$11.69,,None,Dog Dental & Healthcare,,,,,Greenies,85660,,,,,25,,$17.99,,,,,united_states,Greenies Fresh Regular Dental Dog Treats,,,medium,11,100
,3.5,1.35pounds,"adult,_all_stages",$54.71,,None,Dog Vitamins & Supplements,,"7.5
________________________x_3.5
____________________________x_7.5inches",,,Omega-Caps,84786,,,pet_health_solutions,,None,,$85.99,tablet/capsule,,,,united_states,Omega-Caps HP Snip Tips for Medium & Large Dogs,,,,18,100
treats,4.8,6.0pounds,"adult,_all_stages",$14.99,,6-lb bag,Dog Dental & Healthcare,,,,,Nutri-Vet,61060,,,,,49,,$25.34,,,,,united_states,Nutri-Vet Hip & Joint Extra Strength Wafers for Large Dogs Peanut Butter Flavor Treats,,,large,11,98
,3.9,,,$15.21,,Large,Dog Dental & Healthcare,,,,,KONG,62502,,,,,417,,$34.99,,,,,,KONG Cloud Collar for Dogs & Cats,,,large,11,73
,3,,all_stages,$13.10,,None,Dog Vitamins & Supplements,,,,,Animal Essentials,97957,,,,,None,,$16.00,liquid,,,,united_states,"Animal Essentials Healthy Gums Mouth & Gum Support Dog Supplement, 1-oz bottle",,,,18,50
,4.2,,,$9.90,,None,Dog Vitamins & Supplements,,,,,Arm & Hammer Dental,69410,,,arm_and_hammer,,None,,None,,,,,,"Arm & Hammer Dental Clinical Care Maximum Strength Plaque Cleaning Toothpaste for Dogs, 2.5-oz tube",,,,18,75
treats,4.8,,"adult,_all_stages",$11.69,,None,Dog Dental & Healthcare,,,,,Greenies,85672,,,,,24,,$17.99,,,,,united_states,"Greenies Bursting Blueberry Large Dental Dog Treats, 12-oz bag",,,"giant,_large",12,96
wet_food,4.9,,adult,$60.34,pate,None,Dog Dental & Healthcare,,,"sensitive_digestion,_high-protein,_prescription_food,_weight_control",,Royal Canin Veterinary Diet,77545,,,royal_canin,,24,,$77.79,,,,,united_states,"Royal Canin Veterinary Diet Satiety Support Canned Dog Food, 13.4-oz, case of 24",,,"all_breeds,_small,_medium,_large",12,100
treats,5,,adult,$19.99,,None,Dog Dental & Healthcare,,,,,Pedigree,109814,,,,,None,,$21.43,,,,,,"Pedigree Dentastix Large Original & Fresh Variety Pack Dog Treats, 50 count",,,"large,_giant",12,100
treats,4.4,,puppy,$4.59,,None,Dog Dental & Healthcare,,,,,Nylabone,63512,,,advanced_oral_care,,19,,$7.99,,,,,united_states,"Nylabone Healthy Edibles Longer Lasting Triple Pack Puppy Turkey & Sweet Potato Flavor Dog Bone Treats, Small, 4.5-in (3-pack)",,,small,12,95
dry_food,4.7,8.5pounds,adult,$38.99,,8.5-lb bag,Dog Dental & Healthcare,,,prescription_food,,Hill's Prescription Diet,92857,,,"hill's,_science_diet",,31,,$39.45,,,,,united_states,Hill's Prescription Diet k/d Kidney Care with Lamb Dry Dog Food,,,"all_breeds,_small,_medium,_large",12,100
treats,4.9,12ounces,adult,$11.29,,12-oz bag,Dog Dental & Healthcare,,,"grain-free,_no_corn_no_wheat_no_soy,_gluten_free",,Dogswell,73895,,,,,41,,$14.99,,,,,united_states,Dogswell Happy Hips Lamb Strips Dog Treats,,,"all_breeds,_small,_medium,_large",12,100
dry_food,4.4,7.0pounds,adult,$33.99,,None,Dog Dental & Healthcare,,,prescription_food,,Hill's Prescription Diet,106407,,,"hill's,_science_diet",,12,,$39.19,,,,,united_states,"Hill's Prescription Diet z/d Skin/Food Sensitivities Small Bites Original Flavor Dry Dog Food, 7 lb bag",,,"small,_extra_small",12,83
treats,4.7,5.6ounces,"all_stages,_adult",$2.58,,None,Dog Dental & Healthcare,,,rawhide-free,,SmartBones,79443,,,petmatrix,,None,,$5.99,,,,,,"SmartBones Small DoubleTime Chicken Rolls Dog Treats, 4 pack",,,small,12,86
treats,4.7,,adult,$4.19,,None,Dog Dental & Healthcare,,,,,Nylabone,92025,,,advanced_oral_care,,14,,$6.99,,,,,united_states,"Nylabone Natural Healthy Edibles with Real Turkey & Apple Twin Pack Dog Bone Treats, Medium",,,medium,12,100
wet_food,4.8,,"puppy,_all_stages,_senior,_adult",$23.88,pate,None,Dog Dental & Healthcare,,,"weight_control,_no_corn_no_wheat_no_soy",,CANIDAE,47021,,,,,57,,$25.99,,,,,united_states,"CANIDAE Life Stages Platinum Formula Canned Dog Food, 13-oz, case of 12",,,"all_breeds,_small,_medium,_large",12,94
treats,4.1,,"adult,_all_stages",$5.00,,None,Dog Dental & Healthcare,,,rawhide-free,,SmartBones,68216,,,petmatrix,,20,,$12.99,,,,,,"SmartBones Large Dental Chew Bones Dog Treats, 3 pack",,,"large,_giant",12,80
wet_food,4.2,,"adult,_all_stages",$26.33,pate,None,Dog Dental & Healthcare,,,"low-protein,_weight_control,_no_corn_no_wheat_no_soy,_vegetarian",,Evanger's,59999,,,,,78,,$28.85,,,,,united_states,"Evanger's Low Fat Vegetarian Dinner Canned Dog & Cat Food, 13-oz, case of 12",,,"all_breeds,_small,_medium,_large",12,84
treats,4.7,6.08ounces,"all_stages,_adult",$2.99,,None,Dog Dental & Healthcare,,,rawhide-free,,SmartBones,79436,,,petmatrix,,None,,$7.49,,,,,,"SmartBones Medium PlayTime Peanut Butter Chews Dog Treats, 5 pack",,,medium,12,100
treats,4.6,,puppy,$8.99,,None,Dog Dental & Healthcare,,,"grain-free,_no_corn_no_wheat_no_soy",,Get Naked,105165,,,,,44,,None,,,,,united_states,"Get Naked Puppy Health Grain-Free Dental Chew Sticks Dog Treats, Small",,,"small,_medium",12,95
treats,4.9,,"all_stages,_adult",$11.69,,None,Dog Dental & Healthcare,,,,,Greenies,85670,,,,,15,,$17.99,,,,,united_states,"Greenies Bursting Blueberry Regular Dental Dog Treats, 12-oz bag",,,medium,12,100
,4.7,,adult,$5.68,,8-oz bottle,Dog Dental & Healthcare,,,,,NaturVet,60308,,,overby_farm,,53,,$10.59,,,,,united_states,NaturVet Ear Wash with Tea Tree Oil for Dogs & Cats,,,,12,96
treats,4.1,,adult,$0.90,,None,Dog Dental & Healthcare,,,,,Barkworthies,92715,,,,,None,,$0.99,,,,,,Barkworthies Beef Rib Bone Dog Treat,,,"all_breeds,_small,_medium,_large",12,71
wet_food,4.6,,"senior,_adult",$33.99,pate,None,Dog Dental & Healthcare,,,prescription_food,,Hill's Prescription Diet,69757,,,"hill's,_science_diet",,26,,None,,,,,united_states,"Hill's Prescription Diet g/d Aging Care Turkey Flavor Canned Dog Food, 13-oz, case of 12",,,"small,_medium,_large,_all_breeds",12,96
,5,,,$7.99,,None,Dog Vitamins & Supplements,,,,,Sentry,79496,,,sergeant's,,None,,$9.99,,,,,,"Sentry Anti-Diarrhea Liquid for Dogs, 4-oz bottle",,,,19,100
,4.3,5.12ounces,adult,$4.84,,None,Dog Dental & Healthcare,,,,,8in1,83817,,,,,37,,$7.99,,,,,united_states,"8in1 Excel Ear Cleansing Pads for Dogs & Cats, 90 count",,,,12,91
treats,4.8,13.44ounces,adult,$13.77,,13.5-oz bag,Dog Dental & Healthcare,,,"gluten_free,_grain-free,_no_corn_no_wheat_no_soy",,Dogswell,83116,,,,,33,,$19.99,,,,,united_states,Dogswell Happy Hips Grillers Duck Recipe Dog Treats,,,"all_breeds,_small,_medium,_large",12,94
wet_food,4.4,,adult,$36.99,pate,None,Dog Dental & Healthcare,,,prescription_food,,Hill's Prescription Diet,69789,,,"hill's,_science_diet",,50,,None,,,,,united_states,"Hill's Prescription Diet s/d Canine Dissolution Canned Dog Food, 13-oz, case of 12",,,"small,_medium,_large,_all_breeds",12,92
treats,4.6,2.0pounds,"adult,_all_stages",$7.99,,"Large, 12-count",Dog Dental & Healthcare,,,,,Pur Luv,71488,,,sentry,,42,,$11.79,,,,,,Pur Luv Bones Bacon Dog Treats,,,"medium,_large",12,92
wet_food,4.9,,adult,$32.99,pate,None,Dog Dental & Healthcare,,,prescription_food,,Hill's Prescription Diet,69759,,,"hill's,_science_diet",,28,,None,,,,,united_states,"Hill's Prescription Diet h/d Heart Care with Chicken Canned Dog Food, 13-oz, case of 12",,,"all_breeds,_small,_medium,_large",13,96
treats,4.3,1.25pounds,adult,$6.87,,None,Dog Dental & Healthcare,,,,,Old Mother Hubbard,51170,,,wellness,,37,,$7.99,,,,,canada,"Old Mother Hubbard Mother's Solution's Minty Fresh Breath Baked Dog Treats, 20-oz bag",,,"small,_medium,_large,_all_breeds",13,86
,4.7,,adult,$17.99,,1.25-oz bottle,Dog Dental & Healthcare,,,,,Zymox,69874,,,,,113,,$25.99,,,,,united_states,Zymox Otic Pet Ear Treatment without Hydrocortisone,,,,13,97
treats,3.9,,adult,$8.99,,Size C,Dog Dental & Healthcare,,,,,Busy Buddy,63872,,,"petsafe,_premier",,68,,$9.99,,,,,,Busy Buddy Bacon Flavored Cornstarch Rings Dog Treats,,,large,13,79
treats,4.7,13.01ounces,adult,$14.99,,Medium,Dog Dental & Healthcare,,,grain-free,,Natural Balance,90807,,,,,38,,None,,,,,united_states,Natural Balance Dental Chews Fresh & Clean Formula Grain-Free Dog Treats,,,medium,13,95
wet_food,4.4,,adult,$71.39,pate,None,Dog Dental & Healthcare,,,"sensitive_digestion,_prescription_food",,Royal Canin Veterinary Diet,50214,,,royal_canin,,20,,$90.79,,,,,united_states,"Royal Canin Veterinary Diet Selected Protein Adult PW Canned Dog Food, 13.6-oz, case of 24",,,"all_breeds,_small,_medium,_large",13,89
treats,4.3,,"adult,_all_stages",$4.52,,"Large, 10-count",Dog Dental & Healthcare,,,,,Pur Luv,92372,,,sentry,,None,,$12.99,,,,,,Pur Luv Healthy Support Chicken Flavor Hearty Bones for Dogs,,,"all_breeds,_small,_medium,_large",13,90
treats,4.3,,"all_stages,_adult",$3.99,,None,Dog Dental & Healthcare,,,,,Nutri-Vet,61054,,,,,26,,$12.03,,,,,united_states,"Nutri-Vet Breath & Tartar Chicken Flavor Biscuits Dog Treats, 19.5-oz bag",,,"small,_medium,_large,_all_breeds",13,88
treats,4.8,,adult,$21.42,,None,Dog Dental & Healthcare,,,,,Nylabone,74456,,,advanced_oral_care,,58,,$32.99,,,,,united_states,Nylabone Nutri Dent Complete Chicken Flavor Dental Dog Chews - Mini,,,extra_small,13,95
wet_food,5,,adult,$34.48,pate,None,Dog Dental & Healthcare,,,weight_control,,Royal Canin,63384,,,royal_canin_size_health_nutrition,,16,,$39.99,,,,,united_states,"Royal Canin Weight Care Adult Canned Dog Food, 5.8-oz, case of 24",,,"extra_small,_small",13,100
treats,4.3,,"adult,_all_stages",$7.19,,None,Dog Dental & Healthcare,,,rawhide-free,,SmartBones,100729,,,petmatrix,,None,,$12.99,,,,,,"SmartBones Large Beef Chew Bones Dog Treats, 3 count",,,"giant,_large",13,86
treats,4.4,,adult,$14.30,,None,Dog Dental & Healthcare,,,"no_corn_no_wheat_no_soy,_grain-free,_gluten_free",,Merrick,77018,,,,,26,,$16.99,,,,,united_states,"Merrick Lil' Brush Bones Grain-Free Dental Chews Dog Treats, 10.7-oz bag, 14 bones",,,"small,_medium",13,88
treats,4.9,1.13pounds,"adult,_all_stages,_senior",$18.19,,None,Dog Dental & Healthcare,,,,,Greenies,73585,,,,,28,,$27.99,,,,,united_states,Greenies Hip & Joint Care Petite Dental Dog Treats,,,small,13,100
dry_food,4.6,17.6pounds,adult,$50.99,,17.6-lb bag,Dog Dental & Healthcare,,,"sensitive_digestion,_low-protein,_prescription_food",,Royal Canin Veterinary Diet,90668,,,royal_canin,,17,,$65.99,,,,,united_states,Royal Canin Veterinary Diet Renal Support F Dry Dog Food,,,"all_breeds,_small,_medium,_large",13,100
wet_food,5,,"all_stages,_adult",$10.68,minced,None,Dog Dental & Healthcare,,,,,Pedigree,114375,,,,,None,,$14.04,,,,,united_states,"Pedigree Chunky Ground Dinner With Beef, Bacon & Cheese Flavor Canned Dog Food, 22-oz, case of 12",,,"all_breeds,_small,_medium,_large",13,100
treats,4.8,,adult,$5.59,,None,Dog Dental & Healthcare,,,,,Nylabone,63491,,,advanced_oral_care,,33,,$10.99,,,,,united_states,"Nylabone Healthy Edibles Bacon Flavor Dog Bone Treats, Petite, 8 count",,,extra_small,13,97
,4.9,1.44ounces,"adult,_all_stages",$4.79,,.5-oz jar,Dog Dental & Healthcare,,"4.75
________________________x_1.5
____________________________x_1.5inches",,,Miracle Care,83682,,,,,32,,$10.39,,,,,united_states,"Miracle Care Kwik-Stop Styptic Powder for Dogs, Cats & Birds",,,,13,100
wet_food,5,,"all_stages,_adult",$10.68,minced,"13.2-oz, case of 12",Dog Dental & Healthcare,,,,,Pedigree,114353,,,,,None,,None,,,,,united_states,Pedigree Chopped Ground Dinner With Beef Canned Dog Food,,,"all_breeds,_small,_medium,_large",13,100
treats,4.7,4.83ounces,adult,$5.53,,Size B,Dog Dental & Healthcare,,"2.8
________________________x_5
____________________________x_6.6inches",,,Busy Buddy,83413,,,petsafe,,33,,$9.99,,,,,,Busy Buddy Dental Rings Dog Treats,,,medium,13,100
,5,,"adult,_all_stages",$9.81,,None,Dog Vitamins & Supplements,,,,,TropiClean,101356,,,,,None,,$12.99,liquid,,,,,"TropiClean Life Skin & Coat Dog Supplement, 2.5-oz pouch",,,,20,100
treats,4.7,,adult,$19.30,,None,Dog Dental & Healthcare,,,,,Nylabone,74465,,,advanced_oral_care,,37,,$32.99,,,,,united_states,Nylabone Nutri Dent Complete Chicken Flavor Dental Dog Chews - Medium,,,medium,13,97
treats,5,4ounces,adult,$4.99,,None,Dog Dental & Healthcare,,,"grain-free,_limited_ingredient_diet",,Natural Balance,77446,,,,,13,,$7.99,,,,,united_states,"Natural Balance L.I.T. Limited Ingredient Treats Mini Jumpin' Stix Duck & Potato Formula Dog Treats, 4-oz bag",,,"extra_small,_small",13,100
